Survived,Pclass,Sex,Age,SibSp,Parch,Fare,cross1,cross2,Embarked_C,Embarked_Q,Embarked_S
0,3,1,18.0,1,1,20.2125,20.2125,36.0,False,False,True
0,3,1,28.0,0,0,7.25,7.25,0.0,False,False,True
1,2,0,28.0,1,0,26.0,52.0,28.0,False,False,True
1,2,0,19.0,0,0,26.0,52.0,0.0,False,False,True
0,3,1,28.0,0,0,7.75,7.75,0.0,False,True,False
1,3,1,32.0,0,0,8.05,8.05,0.0,False,False,True
1,1,1,28.0,0,0,26.55,79.65,0.0,False,False,True
1,3,0,28.0,1,0,16.1,16.1,28.0,False,False,True
1,2,0,42.0,1,0,26.0,52.0,42.0,False,False,True
0,3,1,17.0,0,0,7.125,7.125,0.0,False,False,True
0,1,1,50.0,1,0,55.9,167.7,50.0,False,False,True
1,1,0,14.0,1,2,120.0,360.0,42.0,False,False,True
0,3,0,21.0,2,2,34.375,34.375,84.0,False,False,True
1,2,0,24.0,2,3,18.75,37.5,120.0,False,False,True
0,1,1,64.0,1,4,263.0,789.0,320.0,False,False,True
0,2,1,31.0,0,0,10.5,21.0,0.0,False,False,True
1,2,0,45.0,1,1,26.25,52.5,90.0,False,False,True
0,3,1,20.0,0,0,9.5,9.5,0.0,False,False,True
0,3,1,25.0,1,0,7.775,7.775,25.0,False,False,True
1,2,0,28.0,0,0,13.0,26.0,0.0,False,False,True
1,3,1,28.0,0,0,8.1125,8.1125,0.0,False,False,True
1,1,1,4.0,0,2,81.8583,245.5749,8.0,False,False,True
1,2,0,13.0,0,1,19.5,39.0,13.0,False,False,True
1,1,1,34.0,0,0,26.55,79.65,0.0,False,False,True
1,3,0,5.0,2,1,19.2583,19.2583,15.0,True,False,False
1,1,1,52.0,0,0,30.5,91.5,0.0,False,False,True
0,2,1,36.0,1,2,27.75,55.5,108.0,False,False,True
0,3,1,28.0,1,0,19.9667,19.9667,28.0,False,False,True
0,1,1,30.0,0,0,27.75,83.25,0.0,True,False,False
1,1,1,49.0,1,0,89.1042,267.31260000000003,49.0,True,False,False
0,3,1,28.0,0,0,8.05,8.05,0.0,False,False,True
1,3,1,29.0,0,0,7.8958,7.8958,0.0,True,False,False
0,1,1,65.0,0,0,26.55,79.65,0.0,False,False,True
1,1,0,28.0,1,0,51.8625,155.58749999999998,28.0,False,False,True
1,2,0,50.0,0,0,10.5,21.0,0.0,False,False,True
0,3,1,28.0,0,0,7.75,7.75,0.0,False,True,False
1,1,1,48.0,0,0,26.55,79.65,0.0,False,False,True
0,3,1,34.0,0,0,8.05,8.05,0.0,False,False,True
0,1,1,47.0,0,0,38.5,115.5,0.0,False,False,True
0,2,1,48.0,0,0,13.0,26.0,0.0,False,False,True
0,3,1,28.0,0,0,8.05,8.05,0.0,False,False,True
0,3,1,38.0,0,0,7.05,7.05,0.0,False,False,True
0,2,1,28.0,0,0,0.0,0.0,0.0,False,False,True
0,1,1,56.0,0,0,26.55,79.65,0.0,False,False,True
0,3,1,28.0,0,0,7.725,7.725,0.0,False,True,False
1,3,0,0.75,2,1,19.2583,19.2583,2.25,True,False,False
0,3,1,28.0,0,0,7.25,7.25,0.0,False,False,True
0,3,1,38.0,0,0,8.6625,8.6625,0.0,False,False,True
1,2,0,33.0,1,2,27.75,55.5,99.0,False,False,True
1,2,0,23.0,0,0,13.7917,27.5834,0.0,True,False,False
0,3,0,22.0,0,0,9.8375,9.8375,0.0,False,False,True
0,1,1,28.0,0,0,52.0,156.0,0.0,False,False,True
0,2,1,34.0,1,0,21.0,42.0,34.0,False,False,True
0,3,1,29.0,1,0,7.0458,7.0458,29.0,False,False,True
0,3,1,22.0,0,0,7.5208,7.5208,0.0,False,False,True
1,3,0,2.0,0,1,12.2875,12.2875,2.0,False,False,True
0,3,1,9.0,5,2,46.9,46.9,63.0,False,False,True
0,2,1,28.0,0,0,0.0,0.0,0.0,False,False,True
0,3,1,50.0,0,0,8.05,8.05,0.0,False,False,True
1,3,0,63.0,0,0,9.5875,9.5875,0.0,False,False,True
1,1,1,25.0,1,0,91.0792,273.2376,25.0,True,False,False
0,3,0,28.0,3,1,25.4667,25.4667,112.0,False,False,True
1,1,0,35.0,1,0,90.0,270.0,35.0,False,False,True
0,1,1,58.0,0,0,29.7,89.1,0.0,True,False,False
0,3,1,30.0,0,0,8.05,8.05,0.0,False,False,True
1,3,1,9.0,1,1,15.9,15.9,18.0,False,False,True
0,3,1,28.0,1,0,19.9667,19.9667,28.0,False,False,True
0,3,1,21.0,0,0,7.25,7.25,0.0,False,False,True
0,1,1,55.0,0,0,30.5,91.5,0.0,False,False,True
0,1,1,71.0,0,0,49.5042,148.5126,0.0,True,False,False
0,3,1,21.0,0,0,8.05,8.05,0.0,False,False,True
0,3,1,28.0,0,0,14.4583,14.4583,0.0,True,False,False
1,1,0,54.0,1,0,78.2667,234.8001,54.0,True,False,False
0,3,1,28.0,0,0,15.1,15.1,0.0,False,False,True
0,1,0,25.0,1,2,151.55,454.65,75.0,False,False,True
0,3,1,24.0,0,0,7.7958,7.7958,0.0,False,False,True
0,3,1,17.0,0,0,8.6625,8.6625,0.0,False,False,True
0,3,0,21.0,0,0,7.75,7.75,0.0,False,True,False
0,3,0,28.0,0,0,7.6292,7.6292,0.0,False,True,False
0,3,0,37.0,0,0,9.5875,9.5875,0.0,False,False,True
1,1,0,16.0,0,0,86.5,259.5,0.0,False,False,True
0,1,1,18.0,1,0,108.9,326.70000000000005,18.0,True,False,False
1,2,0,33.0,0,2,26.0,52.0,66.0,False,False,True
1,1,1,28.0,0,0,26.55,79.65,0.0,False,False,True
0,3,1,28.0,0,0,22.525,22.525,0.0,False,False,True
1,3,1,26.0,0,0,56.4958,56.4958,0.0,False,False,True
1,3,1,29.0,0,0,7.75,7.75,0.0,False,True,False
0,3,1,28.0,0,0,8.05,8.05,0.0,False,False,True
1,1,1,36.0,0,0,26.2875,78.86250000000001,0.0,False,False,True
1,1,0,54.0,1,0,59.4,178.2,54.0,True,False,False
0,3,1,24.0,0,0,7.4958,7.4958,0.0,False,False,True
0,1,1,47.0,0,0,34.0208,102.0624,0.0,False,False,True
1,2,0,34.0,0,0,10.5,21.0,0.0,False,False,True
0,3,1,28.0,0,0,24.15,24.15,0.0,False,True,False
1,2,0,36.0,1,0,26.0,52.0,36.0,False,False,True
0,3,1,32.0,0,0,7.8958,7.8958,0.0,False,False,True
1,1,0,30.0,0,0,93.5,280.5,0.0,False,False,True
0,3,1,22.0,0,0,7.8958,7.8958,0.0,False,False,True
0,3,1,28.0,0,0,7.225,7.225,0.0,True,False,False
1,1,0,44.0,0,1,57.9792,173.9376,44.0,True,False,False
0,3,1,28.0,0,0,7.2292,7.2292,0.0,True,False,False
0,3,1,40.5,0,0,7.75,7.75,0.0,False,True,False
1,2,0,50.0,0,0,10.5,21.0,0.0,False,False,True
0,1,1,28.0,0,0,221.7792,665.3376000000001,0.0,False,False,True
0,3,1,39.0,0,0,7.925,7.925,0.0,False,False,True
0,2,1,23.0,2,1,11.5,23.0,69.0,False,False,True
1,2,0,2.0,1,1,26.0,52.0,4.0,False,False,True
0,3,1,28.0,0,0,7.2292,7.2292,0.0,True,False,False
0,3,1,17.0,1,1,7.2292,7.2292,34.0,True,False,False
1,3,0,28.0,0,2,22.3583,22.3583,56.0,True,False,False
0,3,0,30.0,0,0,8.6625,8.6625,0.0,False,False,True
1,2,0,7.0,0,2,26.25,52.5,14.0,False,False,True
0,1,1,45.0,0,0,26.55,79.65,0.0,False,False,True
1,1,0,30.0,0,0,106.425,319.275,0.0,True,False,False
0,3,1,28.0,0,0,14.5,14.5,0.0,False,False,True
1,1,0,22.0,0,2,49.5,148.5,44.0,True,False,False
1,1,0,36.0,0,2,71.0,213.0,72.0,False,False,True
0,3,0,9.0,4,2,31.275,31.275,54.0,False,False,True
0,3,0,11.0,4,2,31.275,31.275,66.0,False,False,True
1,2,1,32.0,1,0,26.0,52.0,32.0,False,False,True
0,1,1,50.0,1,0,106.425,319.275,50.0,True,False,False
0,1,1,64.0,0,0,26.0,78.0,0.0,False,False,True
1,2,0,19.0,1,0,26.0,52.0,19.0,False,False,True
1,2,1,28.0,0,0,13.8625,27.725,0.0,True,False,False
0,3,1,33.0,1,1,20.525,20.525,66.0,False,False,True
1,2,1,8.0,1,1,36.75,73.5,16.0,False,False,True
1,1,1,17.0,0,2,110.8833,332.6499,34.0,True,False,False
0,2,1,27.0,0,0,26.0,52.0,0.0,False,False,True
0,3,1,28.0,0,0,7.8292,7.8292,0.0,False,True,False
1,3,1,22.0,0,0,7.225,7.225,0.0,True,False,False
1,3,0,22.0,0,0,7.775,7.775,0.0,False,False,True
0,1,1,62.0,0,0,26.55,79.65,0.0,False,False,True
1,1,0,48.0,1,0,39.6,118.8,48.0,True,False,False
0,1,1,28.0,0,0,227.525,682.575,0.0,True,False,False
1,1,0,39.0,1,1,79.65,238.95,78.0,False,False,True
1,3,0,36.0,1,0,17.4,17.4,36.0,False,False,True
0,3,1,28.0,0,0,7.75,7.75,0.0,False,True,False
0,3,1,40.0,0,0,7.8958,7.8958,0.0,False,False,True
0,2,1,28.0,0,0,13.5,27.0,0.0,False,False,True
0,3,1,28.0,0,0,8.05,8.05,0.0,False,False,True
0,3,0,28.0,0,0,8.05,8.05,0.0,False,False,True
0,3,1,24.0,2,0,24.15,24.15,48.0,False,False,True
0,3,1,19.0,0,0,7.8958,7.8958,0.0,False,False,True
0,3,0,29.0,0,4,21.075,21.075,116.0,False,False,True
0,3,1,28.0,0,0,7.2292,7.2292,0.0,True,False,False
1,3,1,32.0,0,0,7.8542,7.8542,0.0,False,False,True
1,2,1,62.0,0,0,10.5,21.0,0.0,False,False,True
1,1,0,53.0,2,0,51.4792,154.4376,106.0,False,False,True
1,1,1,36.0,0,0,26.3875,79.1625,0.0,False,False,True
1,3,0,28.0,0,0,7.75,7.75,0.0,False,True,False
0,3,1,16.0,0,0,8.05,8.05,0.0,False,False,True
0,3,1,19.0,0,0,14.5,14.5,0.0,False,False,True
1,2,0,34.0,0,0,13.0,26.0,0.0,False,False,True
1,1,0,39.0,1,0,55.9,167.7,39.0,False,False,True
0,3,0,28.0,1,0,14.4583,14.4583,28.0,True,False,False
1,3,1,32.0,0,0,7.925,7.925,0.0,False,False,True
1,2,0,25.0,1,1,30.0,60.0,50.0,False,False,True
1,1,0,39.0,1,1,110.8833,332.6499,78.0,True,False,False
0,2,1,54.0,0,0,26.0,52.0,0.0,False,False,True
0,1,1,36.0,0,0,40.125,120.375,0.0,True,False,False
0,3,1,28.0,0,0,8.7125,8.7125,0.0,True,False,False
1,1,0,18.0,0,2,79.65,238.95,36.0,False,False,True
0,2,1,47.0,0,0,15.0,30.0,0.0,False,False,True
1,1,1,60.0,1,1,79.2,237.6,120.0,True,False,False
0,3,1,22.0,0,0,8.05,8.05,0.0,False,False,True
0,3,1,28.0,0,0,8.05,8.05,0.0,False,False,True
0,3,1,35.0,0,0,7.125,7.125,0.0,False,False,True
1,1,0,52.0,1,0,78.2667,234.8001,52.0,True,False,False
0,3,1,47.0,0,0,7.25,7.25,0.0,False,False,True
0,3,0,28.0,0,2,7.75,7.75,56.0,False,True,False
0,2,1,37.0,1,0,26.0,52.0,37.0,False,False,True
0,3,1,36.0,1,1,24.15,24.15,72.0,False,False,True
1,2,0,28.0,0,0,33.0,66.0,0.0,False,False,True
0,3,1,49.0,0,0,0.0,0.0,0.0,False,False,True
0,3,1,28.0,0,0,7.225,7.225,0.0,True,False,False
1,1,1,49.0,1,0,56.9292,170.7876,49.0,True,False,False
1,2,0,24.0,2,1,27.0,54.0,72.0,False,False,True
0,3,1,28.0,0,0,7.8958,7.8958,0.0,False,False,True
0,1,1,28.0,0,0,42.4,127.2,0.0,False,False,True
0,3,1,44.0,0,0,8.05,8.05,0.0,False,False,True
1,1,1,35.0,0,0,26.55,79.65,0.0,True,False,False
0,3,1,36.0,1,0,15.55,15.55,36.0,False,False,True
0,3,1,30.0,0,0,7.8958,7.8958,0.0,False,False,True
1,1,1,27.0,0,0,30.5,91.5,0.0,False,False,True
1,2,0,22.0,1,2,41.5792,83.1584,66.0,True,False,False
1,1,0,40.0,0,0,153.4625,460.3875000000001,0.0,False,False,True
0,3,0,39.0,1,5,31.275,31.275,234.0,False,False,True
0,3,1,28.0,0,0,7.05,7.05,0.0,False,False,True
1,3,0,28.0,1,0,15.5,15.5,28.0,False,True,False
0,3,1,28.0,0,0,7.75,7.75,0.0,False,True,False
0,3,1,35.0,0,0,8.05,8.05,0.0,False,False,True
1,2,0,24.0,1,2,65.0,130.0,72.0,False,False,True
0,3,1,34.0,1,1,14.4,14.4,68.0,False,False,True
0,3,0,26.0,1,0,16.1,16.1,26.0,False,False,True
1,2,0,4.0,2,1,39.0,78.0,12.0,False,False,True
0,2,1,26.0,0,0,10.5,21.0,0.0,False,False,True
0,3,1,27.0,1,0,14.4542,14.4542,27.0,True,False,False
1,1,1,42.0,1,0,52.5542,157.6626,42.0,False,False,True
1,3,1,20.0,1,1,15.7417,15.7417,40.0,True,False,False
0,3,1,21.0,0,0,7.8542,7.8542,0.0,False,False,True
0,3,1,21.0,0,0,16.1,16.1,0.0,False,False,True
0,1,1,61.0,0,0,32.3208,96.9624,0.0,False,False,True
0,2,1,57.0,0,0,12.35,24.7,0.0,False,True,False
1,1,0,21.0,0,0,77.9583,233.8749,0.0,False,False,True
0,3,1,26.0,0,0,7.8958,7.8958,0.0,False,False,True
0,3,1,28.0,0,0,7.7333,7.7333,0.0,False,True,False
1,1,1,80.0,0,0,30.0,90.0,0.0,False,False,True
0,3,1,51.0,0,0,7.0542,7.0542,0.0,False,False,True
1,1,1,32.0,0,0,30.5,91.5,0.0,True,False,False
0,1,1,28.0,0,0,0.0,0.0,0.0,False,False,True
0,3,0,9.0,3,2,27.9,27.9,45.0,False,False,True
1,2,0,28.0,0,0,13.0,26.0,0.0,False,False,True
0,3,1,32.0,0,0,7.925,7.925,0.0,False,False,True
0,2,1,31.0,1,1,26.25,52.5,62.0,False,False,True
0,3,0,41.0,0,5,39.6875,39.6875,205.0,False,False,True
0,3,1,28.0,1,0,16.1,16.1,28.0,False,False,True
0,3,1,20.0,0,0,7.8542,7.8542,0.0,False,False,True
1,1,0,24.0,0,0,69.3,207.9,0.0,True,False,False
0,3,0,2.0,3,2,27.9,27.9,10.0,False,False,True
1,3,1,28.0,0,0,56.4958,56.4958,0.0,False,False,True
1,3,0,0.75,2,1,19.2583,19.2583,2.25,True,False,False
1,1,1,48.0,1,0,76.7292,230.18760000000003,48.0,True,False,False
0,3,1,19.0,0,0,7.8958,7.8958,0.0,False,False,True
1,1,1,56.0,0,0,35.5,106.5,0.0,True,False,False
0,3,1,28.0,0,0,7.55,7.55,0.0,False,False,True
1,3,0,23.0,0,0,7.55,7.55,0.0,False,False,True
0,3,1,28.0,0,0,7.8958,7.8958,0.0,False,False,True
1,2,0,18.0,0,1,23.0,46.0,18.0,False,False,True
0,3,1,21.0,0,0,8.4333,8.4333,0.0,False,False,True
1,3,0,28.0,0,0,7.8292,7.8292,0.0,False,True,False
0,3,0,18.0,0,0,6.75,6.75,0.0,False,True,False
0,2,1,24.0,2,0,73.5,147.0,48.0,False,False,True
0,3,1,28.0,0,0,7.8958,7.8958,0.0,False,False,True
0,3,0,32.0,1,1,15.5,15.5,64.0,False,True,False
0,2,1,23.0,0,0,13.0,26.0,0.0,False,False,True
0,1,1,58.0,0,2,113.275,339.82500000000005,116.0,True,False,False
1,1,1,50.0,2,0,133.65,400.9500000000001,100.0,False,False,True
0,3,1,40.0,0,0,7.225,7.225,0.0,True,False,False
0,1,1,47.0,0,0,25.5875,76.76249999999999,0.0,False,False,True
0,3,1,36.0,0,0,7.4958,7.4958,0.0,False,False,True
1,3,1,20.0,1,0,7.925,7.925,20.0,False,False,True
0,2,1,32.0,2,0,73.5,147.0,64.0,False,False,True
0,2,1,25.0,0,0,13.0,26.0,0.0,False,False,True
0,3,1,28.0,0,0,7.775,7.775,0.0,False,False,True
0,3,1,43.0,0,0,8.05,8.05,0.0,False,False,True
1,1,0,28.0,1,0,52.0,156.0,28.0,False,False,True
1,2,0,40.0,1,1,39.0,78.0,80.0,False,False,True
0,1,1,31.0,1,0,52.0,156.0,31.0,False,False,True
0,2,1,70.0,0,0,10.5,21.0,0.0,False,False,True
1,2,1,31.0,0,0,13.0,26.0,0.0,False,False,True
0,2,1,28.0,0,0,0.0,0.0,0.0,False,False,True
0,3,1,18.0,0,0,7.775,7.775,0.0,False,False,True
0,3,1,24.5,0,0,8.05,8.05,0.0,False,False,True
1,3,0,18.0,0,0,9.8417,9.8417,0.0,False,False,True
0,3,0,43.0,1,6,46.9,46.9,301.0,False,False,True
1,1,1,36.0,0,1,512.3292,1536.9876,36.0,True,False,False
0,3,0,28.0,0,0,8.1375,8.1375,0.0,False,True,False
1,1,1,27.0,0,0,76.7292,230.18760000000003,0.0,True,False,False
0,3,1,20.0,0,0,9.225,9.225,0.0,False,False,True
0,3,1,14.0,5,2,46.9,46.9,98.0,False,False,True
0,2,1,60.0,1,1,39.0,78.0,120.0,False,False,True
0,2,1,25.0,1,2,41.5792,83.1584,75.0,True,False,False
0,3,1,14.0,4,1,39.6875,39.6875,70.0,False,False,True
0,3,1,19.0,0,0,10.1708,10.1708,0.0,False,False,True
0,3,1,18.0,0,0,7.7958,7.7958,0.0,False,False,True
1,1,0,15.0,0,1,211.3375,634.0125,15.0,False,False,True
1,1,1,31.0,1,0,57.0,171.0,31.0,False,False,True
1,3,0,4.0,0,1,13.4167,13.4167,4.0,True,False,False
1,3,1,28.0,0,0,56.4958,56.4958,0.0,False,False,True
0,3,1,25.0,0,0,7.225,7.225,0.0,True,False,False
0,1,1,60.0,0,0,26.55,79.65,0.0,False,False,True
0,2,1,52.0,0,0,13.5,27.0,0.0,False,False,True
0,3,1,44.0,0,0,8.05,8.05,0.0,False,False,True
1,3,0,28.0,0,0,7.7333,7.7333,0.0,False,True,False
0,1,1,49.0,1,1,110.8833,332.6499,98.0,True,False,False
0,3,1,42.0,0,0,7.65,7.65,0.0,False,False,True
1,1,0,18.0,1,0,227.525,682.575,18.0,True,False,False
1,1,1,35.0,0,0,26.2875,78.86250000000001,0.0,False,False,True
0,3,0,18.0,0,1,14.4542,14.4542,18.0,True,False,False
0,3,1,25.0,0,0,7.7417,7.7417,0.0,False,True,False
0,3,1,26.0,1,0,7.8542,7.8542,26.0,False,False,True
0,2,1,39.0,0,0,26.0,52.0,0.0,False,False,True
1,2,0,45.0,0,0,13.5,27.0,0.0,False,False,True
1,1,1,42.0,0,0,26.2875,78.86250000000001,0.0,False,False,True
1,1,0,22.0,0,0,151.55,454.65,0.0,False,False,True
1,3,1,28.0,1,1,15.2458,15.2458,56.0,True,False,False
1,1,0,24.0,0,0,49.5042,148.5126,0.0,True,False,False
0,1,1,28.0,0,0,26.55,79.65,0.0,False,False,True
1,1,1,48.0,1,0,52.0,156.0,48.0,False,False,True
0,3,1,29.0,0,0,9.4833,9.4833,0.0,False,False,True
0,2,1,52.0,0,0,13.0,26.0,0.0,False,False,True
0,3,1,19.0,0,0,7.65,7.65,0.0,False,False,True
1,1,0,38.0,0,0,227.525,682.575,0.0,True,False,False
1,2,0,27.0,0,0,10.5,21.0,0.0,False,False,True
0,3,1,28.0,0,0,15.5,15.5,0.0,False,True,False
0,3,1,33.0,0,0,7.775,7.775,0.0,False,False,True
1,2,0,6.0,0,1,33.0,66.0,6.0,False,False,True
0,3,1,17.0,1,0,7.0542,7.0542,17.0,False,False,True
0,2,1,34.0,0,0,13.0,26.0,0.0,False,False,True
0,2,1,50.0,0,0,13.0,26.0,0.0,False,False,True
1,1,1,27.0,1,0,53.1,159.3,27.0,False,False,True
0,3,1,20.0,0,0,8.6625,8.6625,0.0,False,False,True
1,2,0,30.0,3,0,21.0,42.0,90.0,False,False,True
1,3,0,28.0,0,0,7.7375,7.7375,0.0,False,True,False
0,2,1,25.0,1,0,26.0,52.0,25.0,False,False,True
0,3,0,25.0,1,0,7.925,7.925,25.0,False,False,True
1,1,0,29.0,0,0,211.3375,634.0125,0.0,False,False,True
0,3,1,11.0,0,0,18.7875,18.7875,0.0,True,False,False
0,2,1,28.0,0,0,0.0,0.0,0.0,False,False,True
0,2,1,23.0,0,0,13.0,26.0,0.0,False,False,True
0,2,1,23.0,0,0,13.0,26.0,0.0,False,False,True
0,3,1,28.5,0,0,16.1,16.1,0.0,False,False,True
0,3,0,48.0,1,3,34.375,34.375,192.0,False,False,True
1,1,1,35.0,0,0,512.3292,1536.9876,0.0,True,False,False
0,3,1,28.0,0,0,7.8958,7.8958,0.0,False,False,True
0,3,1,28.0,0,0,7.8958,7.8958,0.0,False,False,True
1,1,1,28.0,0,0,30.0,90.0,0.0,False,False,True
0,1,1,36.0,1,0,78.85,236.55,36.0,False,False,True
1,1,0,21.0,2,2,262.375,787.125,84.0,True,False,False
0,3,1,24.0,1,0,16.1,16.1,24.0,False,False,True
1,3,1,31.0,0,0,7.925,7.925,0.0,False,False,True
0,1,1,70.0,1,1,71.0,213.0,140.0,False,False,True
0,3,1,16.0,1,1,20.25,20.25,32.0,False,False,True
1,2,0,30.0,0,0,13.0,26.0,0.0,False,False,True
0,1,1,19.0,1,0,53.1,159.3,19.0,False,False,True
0,3,1,31.0,0,0,7.75,7.75,0.0,False,True,False
1,2,0,4.0,1,1,23.0,46.0,8.0,False,False,True
1,3,1,6.0,0,1,12.475,12.475,6.0,False,False,True
0,3,1,33.0,0,0,9.5,9.5,0.0,False,False,True
0,3,1,23.0,0,0,7.8958,7.8958,0.0,False,False,True
1,2,0,48.0,1,2,65.0,130.0,144.0,False,False,True
1,2,1,0.67,1,1,14.5,29.0,1.34,False,False,True
0,3,1,28.0,0,0,7.7958,7.7958,0.0,False,False,True
0,2,1,18.0,0,0,11.5,23.0,0.0,False,False,True
0,3,1,34.0,0,0,8.05,8.05,0.0,False,False,True
1,1,0,33.0,0,0,86.5,259.5,0.0,False,False,True
0,3,1,28.0,0,0,14.5,14.5,0.0,False,False,True
0,3,1,41.0,0,0,7.125,7.125,0.0,False,False,True
1,3,1,20.0,0,0,7.2292,7.2292,0.0,True,False,False
1,1,0,36.0,1,2,120.0,360.0,108.0,False,False,True
0,3,1,16.0,0,0,7.775,7.775,0.0,False,False,True
1,1,0,51.0,1,0,77.9583,233.8749,51.0,False,False,True
0,1,1,28.0,0,0,39.6,118.8,0.0,True,False,False
0,3,0,30.5,0,0,7.75,7.75,0.0,False,True,False
0,3,1,28.0,1,0,24.15,24.15,28.0,False,True,False
0,3,1,32.0,0,0,8.3625,8.3625,0.0,False,False,True
0,3,1,24.0,0,0,9.5,9.5,0.0,False,False,True
0,3,1,48.0,0,0,7.8542,7.8542,0.0,False,False,True
0,2,0,57.0,0,0,10.5,21.0,0.0,False,False,True
0,3,1,28.0,0,0,7.225,7.225,0.0,True,False,False
1,2,0,54.0,1,3,23.0,46.0,216.0,False,False,True
0,3,1,18.0,0,0,7.75,7.75,0.0,False,False,True
0,3,1,28.0,0,0,7.75,7.75,0.0,False,True,False
1,3,0,5.0,0,0,12.475,12.475,0.0,False,False,True
0,3,1,28.0,0,0,7.7375,7.7375,0.0,False,True,False
1,1,0,43.0,0,1,211.3375,634.0125,43.0,False,False,True
1,3,0,13.0,0,0,7.2292,7.2292,0.0,True,False,False
1,1,0,17.0,1,0,57.0,171.0,17.0,False,False,True
0,1,1,29.0,0,0,30.0,90.0,0.0,False,False,True
0,3,1,28.0,1,2,23.45,23.45,84.0,False,False,True
0,3,1,25.0,0,0,7.05,7.05,0.0,False,False,True
0,3,1,25.0,0,0,7.25,7.25,0.0,False,False,True
1,3,0,18.0,0,0,7.4958,7.4958,0.0,False,False,True
0,3,1,8.0,4,1,29.125,29.125,40.0,False,True,False
1,3,1,1.0,1,2,20.575,20.575,3.0,False,False,True
0,1,1,46.0,0,0,79.2,237.6,0.0,True,False,False
0,3,1,28.0,0,0,7.75,7.75,0.0,False,True,False
0,2,1,16.0,0,0,26.0,52.0,0.0,False,False,True
0,3,0,28.0,8,2,69.55,69.55,280.0,False,False,True
0,1,1,28.0,0,0,30.6958,92.0874,0.0,True,False,False
0,3,1,25.0,0,0,7.8958,7.8958,0.0,False,False,True
0,2,1,39.0,0,0,13.0,26.0,0.0,False,False,True
1,1,0,49.0,0,0,25.9292,77.7876,0.0,False,False,True
1,3,0,31.0,0,0,8.6833,8.6833,0.0,False,False,True
0,3,1,30.0,0,0,7.2292,7.2292,0.0,True,False,False
0,3,0,30.0,1,1,24.15,24.15,60.0,False,False,True
0,2,1,34.0,0,0,13.0,26.0,0.0,False,False,True
1,2,0,31.0,1,1,26.25,52.5,62.0,False,False,True
1,1,1,11.0,1,2,120.0,360.0,33.0,False,False,True
1,3,1,0.42,0,1,8.5167,8.5167,0.42,True,False,False
1,3,1,27.0,0,0,6.975,6.975,0.0,False,False,True
0,3,1,31.0,0,0,7.775,7.775,0.0,False,False,True
0,1,1,39.0,0,0,0.0,0.0,0.0,False,False,True
0,3,0,18.0,0,0,7.775,7.775,0.0,False,False,True
0,2,1,39.0,0,0,13.0,26.0,0.0,False,False,True
1,1,0,33.0,1,0,53.1,159.3,33.0,False,False,True
0,3,1,26.0,0,0,7.8875,7.8875,0.0,False,False,True
0,3,1,39.0,0,0,24.15,24.15,0.0,False,False,True
0,2,1,35.0,0,0,10.5,21.0,0.0,False,False,True
0,3,0,6.0,4,2,31.275,31.275,36.0,False,False,True
0,3,1,30.5,0,0,8.05,8.05,0.0,False,False,True
0,1,1,28.0,0,0,0.0,0.0,0.0,False,False,True
0,3,0,23.0,0,0,7.925,7.925,0.0,False,False,True
0,2,1,31.0,1,1,37.0042,74.0084,62.0,True,False,False
0,3,1,43.0,0,0,6.45,6.45,0.0,False,False,True
0,3,1,10.0,3,2,27.9,27.9,50.0,False,False,True
1,1,0,52.0,1,1,93.5,280.5,104.0,False,False,True
1,3,1,27.0,0,0,8.6625,8.6625,0.0,False,False,True
0,1,1,38.0,0,0,0.0,0.0,0.0,False,False,True
1,3,0,27.0,0,1,12.475,12.475,27.0,False,False,True
0,3,1,2.0,4,1,39.6875,39.6875,10.0,False,False,True
0,3,1,28.0,0,0,6.95,6.95,0.0,False,True,False
0,3,1,28.0,0,0,56.4958,56.4958,0.0,False,False,True
1,2,1,1.0,0,2,37.0042,74.0084,2.0,True,False,False
1,3,1,28.0,0,0,7.75,7.75,0.0,False,True,False
1,1,0,62.0,0,0,80.0,240.0,0.0,False,False,True
1,3,0,15.0,1,0,14.4542,14.4542,15.0,True,False,False
1,2,1,0.83,1,1,18.75,37.5,1.66,False,False,True
0,3,1,28.0,0,0,7.2292,7.2292,0.0,True,False,False
0,3,1,23.0,0,0,7.8542,7.8542,0.0,False,False,True
0,3,1,18.0,0,0,8.3,8.3,0.0,False,False,True
1,1,0,39.0,1,1,83.1583,249.4749,78.0,True,False,False
0,3,1,21.0,0,0,8.6625,8.6625,0.0,False,False,True
0,3,1,28.0,0,0,8.05,8.05,0.0,False,False,True
1,3,1,32.0,0,0,56.4958,56.4958,0.0,False,False,True
1,1,1,28.0,0,0,29.7,89.1,0.0,True,False,False
0,3,1,20.0,0,0,7.925,7.925,0.0,False,False,True
0,2,1,16.0,0,0,10.5,21.0,0.0,False,False,True
1,1,0,30.0,0,0,31.0,93.0,0.0,True,False,False
0,3,1,34.5,0,0,6.4375,6.4375,0.0,True,False,False
0,3,1,17.0,0,0,8.6625,8.6625,0.0,False,False,True
0,3,1,42.0,0,0,7.55,7.55,0.0,False,False,True
0,3,1,28.0,8,2,69.55,69.55,280.0,False,False,True
0,3,1,35.0,0,0,7.8958,7.8958,0.0,True,False,False
0,2,1,28.0,0,1,33.0,66.0,28.0,False,False,True
